name,course_id,n_reviews,mean_rating,language,course_difficulty,course_students_enrolled,MOOC
Understanding Einstein: The Special Theory of Relativity,einstein-relativity,694.0,4.899135446685879,English,Beginner,89000,Coursera
Réussir le Changement,reussir-le-changement,434.0,4.394009216589862,French,Mixed,33000,Coursera
Equine Welfare and Management,equine,56.0,4.892857142857143,French,Beginner,72000,Coursera
International migrations: a global issue,international-migrations,60.0,4.316666666666666,English,Beginner,11000,Coursera
Introduction to Web Development,web-development,626.0,4.65335463258786,English,Beginner,76000,Coursera
Access Controls,access-control-sscp,45.0,4.466666666666667,English,Beginner,29000,Coursera
Engineering Project Management: Initiating and Planning,initiating-planning,471.0,4.764331210191083,English,Beginner,23000,Coursera
Kotlin for Java Developers,kotlin-for-java-developers,321.0,4.557632398753894,Norway,Intermediate,37000,Coursera
Mathematics for Machine Learning: Multivariate Calculus,multivariate-calculus-machine-learning,696.0,4.642241379310345,English,Beginner,51000,Coursera
The Addicted Brain,addiction-and-the-brain,438.0,4.5479452054794525,English,Beginner,130000,Coursera
Introducción a la programación en Python I: Aprendiendo a programar con Python,aprendiendo-programar-python,970.0,4.205154639175258,Spanish,Beginner,100000,Coursera
Modernizing Data Lakes and Data Warehouses with GCP,data-lakes-data-warehouses-gcp,225.0,4.604444444444445,English,Intermediate,91000,Coursera
Drug Discovery,drug-discovery,386.0,4.580310880829016,English,Beginner,39000,Coursera
Nutrition and Lifestyle in Pregnancy,nutrition-pregnancy,465.0,4.763440860215054,English,Intermediate,35000,Coursera
Financial Acumen for Non-Financial Managers,finance-healthcare-managers,107.0,4.252336448598131,English,Beginner,10000,Coursera
Python and Statistics for Financial Analysis,python-statistics-financial-analysis,437.0,4.270022883295194,English,Intermediate,41000,Coursera
Bugs 101: Insect-Human Interactions,bugs-101,297.0,4.962962962962963,English,Beginner,15000,Coursera
Autodesk Certified Professional: Revit for Architectural Design Exam Prep,autodesk-revit-architectural-design,107.0,4.672897196261682,English,Advanced,97000,Coursera
"Leading for Equity, Diversity and Inclusion in Higher Education",leading-for-equity-diversity-inclusion,38.0,4.7105263157894735,English,Intermediate,59000,Coursera
Enterprise Architecture,enterprise-architecture,33.0,4.545454545454546,English,Beginner,24000,Coursera
Introduction to Spreadsheets and Models,wharton-introduction-spreadsheets-models,572.0,3.618881118881119,English,Mixed,76000,Coursera
The Arts and Science of Relationships: Understanding Human Needs,human-needs,283.0,4.431095406360424,English,Beginner,73000,Coursera
Essentials in Clinical Simulations Across the Health Professions,clinicalsimulations,158.0,4.816455696202532,English,Intermediate,41000,Coursera
Budgeting and Scheduling Projects,schedule-projects,887.0,4.730552423900789,English,Mixed,84000,Coursera
Machine Learning for Business Professionals,machine-learning-business-professionals,874.0,4.574370709382151,English,Intermediate,58000,Coursera
Spanish Vocabulary: Meeting People,spanish-vocabulary-meeting-people,478.0,4.518828451882845,English,Beginner,71000,Coursera
Public Policy Challenges of the 21st Century,public-policy,272.0,4.566176470588236,English,Beginner,52000,Coursera
International Law in Action: the Arbitration of International Disputes,arbitration-international-disputes,102.0,4.852941176470588,English,Mixed,19000,Coursera
Financing and Investing in Infrastructure,infrastructure-investing,356.0,4.842696629213483,English,Mixed,24000,Coursera
Global Environmental Management,global-environmental-management,283.0,4.657243816254417,English,Intermediate,22000,Coursera
Operations Analytics,wharton-operations-analytics,830.0,4.660240963855422,English,Mixed,80000,Coursera
Entrepreneurship Strategy: From Ideation to Exit,entrepreneurship-strategy,6.0,1.0,English,Beginner,20000,Coursera
FinTech Law and Policy,fintechlawandpolicy,109.0,4.825688073394495,English,Beginner,97000,Coursera
The Social Context of Mental Health and Illness,mental-health,83.0,4.614457831325301,English,Mixed,19000,Coursera
What Is Contemporary Art?,contemporary-art,292.0,4.753424657534247,English,Beginner,120000,Coursera
The Art of Music Production,producing-music,431.0,4.82830626450116,English,Intermediate,47000,Coursera
Biohacking Your Brain's Health,biohacking-your-brains-health,237.0,4.70042194092827,English,Beginner,35000,Coursera
Bayesian Statistics: From Concept to Data Analysis,bayesian-statistics,640.0,4.4484375,English,Intermediate,91000,Coursera
Reporting extra-financier et stratégie RSE,reporting-extra-financier-strategie-rse,53.0,4.6415094339622645,French,Beginner,52000,Coursera
Leading Healthcare Quality and Safety,quality-healthcare,186.0,4.78494623655914,English,Beginner,16000,Coursera
Fundamentos de Excel para Negocios,excel-para-negocios,1250.0,4.8064,Spanish,Beginner,150000,Coursera
Elastic Google Cloud Infrastructure: Scaling and Automation,gcp-infrastructure-scaling-automation,657.0,4.581430745814307,English,Intermediate,57000,Coursera
Fundamentos de Finanzas Empresariales,finanzas-empresariales,1442.0,4.898058252427185,Spanish,Beginner,110000,Coursera
Greening the Economy: Sustainable Cities,gte-sustainable-cities,597.0,4.59463986599665,English,Beginner,56000,Coursera
Introduction to Engineering Mechanics,engineering-mechanics-statics,730.0,4.764383561643836,English,Mixed,150000,Coursera
Design-Led Strategy: Design thinking for business strategy and entrepreneurship,design-strategy,135.0,4.622222222222222,English,Intermediate,19000,Coursera
Biology Meets Programming: Bioinformatics for Beginners,bioinformatics,307.0,4.061889250814332,English,Beginner,88000,Coursera
Understanding Medical Research: Your Facebook Friend is Wrong,medical-research,267.0,4.925093632958801,English,Beginner,24000,Coursera
Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,mindshift,2727.0,4.842684268426843,English,Beginner,230000,Coursera
Programming Fundamentals,programming-fundamentals,1251.0,4.643485211830535,Indonesia,Beginner,19000,Coursera
In the Studio: Postwar Abstract Painting,painting,460.0,4.921739130434783,English,Beginner,79000,Coursera
Drug Commercialization,drug-commercialization,151.0,4.609271523178808,Italian,Beginner,17000,Coursera
"Social Norms, Social Change I",norms,391.0,4.60613810741688,English,Beginner,78000,Coursera
Excel Skills for Business: Intermediate II,excel-intermediate-2,1009.0,4.731417244796829,English,Intermediate,39000,Coursera
Aboriginal Worldviews and Education,aboriginal-education,67.0,4.552238805970149,English,Mixed,66000,Coursera
Business Writing,writing-for-business,811.0,4.818742293464858,Deutsch,Beginner,48000,Coursera
Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,autodesk-autocad-design-drafting,321.0,4.728971962616822,English,Advanced,22000,Coursera
Introduction to Typography,typography,810.0,4.762962962962963,English,Beginner,72000,Coursera
Customer Segmentation and Prospecting,customer-segmentation-prospecting,162.0,4.722222222222222,English,Beginner,18000,Coursera
English for Journalism,journalism,604.0,4.819536423841059,English,Mixed,130000,Coursera
How Things Work: An Introduction to Physics,how-things-work,620.0,4.808064516129032,English,Intermediate,170000,Coursera
Business English: Networking,business-english-intro,573.0,4.801047120418848,English,Intermediate,77000,Coursera
Summary Statistics in Public Health,summary-statistics,233.0,4.793991416309013,English,Beginner,11000,Coursera
Global Energy and Climate Policy,globalenergyandclimatepolicy,103.0,4.621359223300971,English,Beginner,10000,Coursera
El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,legaltech,125.0,4.968,Spanish,Beginner,15000,Coursera
Probability and Statistics: To p or not to p?,probability-statistics,336.0,4.669642857142857,English,Beginner,36000,Coursera
Gut Check: Exploring Your Microbiome,microbiome,251.0,4.7370517928286855,English,Mixed,62000,Coursera
Econometrics: Methods and Applications,erasmus-econometrics,200.0,4.465,English,Mixed,110000,Coursera
Mastering Data Analysis in Excel,analytics-excel,797.0,3.71267252195734,English,Mixed,280000,Coursera
Basic Statistics,basic-statistics,833.0,4.589435774309724,English,Beginner,180000,Coursera
"Capstone: Retrieving, Processing, and Visualizing Data with Python",python-data-visualization,1295.0,4.508108108108108,English,Mixed,82000,Coursera
Design Thinking for the Greater Good: Innovation in the Social Sector,uva-darden-design-thinking-social-sector,84.0,4.583333333333333,English,Beginner,17000,Coursera
Introduction to Portfolio Construction and Analysis with Python,introduction-portfolio-construction-python,195.0,4.769230769230769,English,Mixed,11000,Coursera
Data Analytics for Lean Six Sigma,data-analytics-for-lean-six-sigma,679.0,4.87481590574374,English,Beginner,24000,Coursera
Business Transformation with Google Cloud,business-transformation-google-cloud,181.0,4.718232044198895,English,Beginner,10000,Coursera
Version Control with Git,version-control-with-git,467.0,4.747323340471092,English,Mixed,40000,Coursera
"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",transmedia-storytelling,169.0,4.715976331360947,English,Mixed,45000,Coursera
Building Conversational Experiences with Dialogflow,conversational-experiences-dialogflow,229.0,4.231441048034935,English,Beginner,22000,Coursera
Guitar for Beginners,guitar,534.0,4.726591760299626,Norway,Mixed,210000,Coursera
Managing Project Risks and Changes,project-risk-management,811.0,4.774352651048089,English,Mixed,71000,Coursera
L'excellence opérationnelle en pratique,excellence-operationnelle,98.0,4.73469387755102,French,Beginner,8000,Coursera
Introduction to Cloud Computing,introduction-to-cloud,83.0,4.819277108433735,English,Beginner,26000,Coursera
Sample-based Learning Methods,sample-based-learning-methods,149.0,4.449664429530201,English,Intermediate,68000,Coursera
Functional Programming Principles in Scala,progfun1,1435.0,4.719163763066202,English,Intermediate,170000,Coursera
Introduction to Blockchain Technologies,introduction-blockchain-technologies,302.0,4.711920529801325,English,Beginner,16000,Coursera
Introduction to Environmental Law and Policy,environmental-law,523.0,4.871892925430211,English,Mixed,34000,Coursera
"Cameras, Exposure, and Photography",exposure-photography,1071.0,4.727357609710551,English,Mixed,130000,Coursera
Democracia y decisiones públicas. Introducción al análisis de políticas públicas,democracia,436.0,4.860091743119266,Spanish,Beginner,44000,Coursera
Dentistry 101,dentistry101,32.0,4.84375,English,Beginner,45000,Coursera
"Python Functions, Files, and Dictionaries",python-functions-files-dictionaries,535.0,4.805607476635514,English,Beginner,26000,Coursera
Anticorrupción: Introducción a conceptos y perspectiva práctica,anticorrupcion-introduccion,385.0,4.851948051948052,Spanish,Beginner,11000,Coursera
Positive Psychology: Applications and Interventions,positive-psychology-applications,398.0,4.741206030150754,English,Beginner,23000,Coursera
Introduction to Embedded Systems Software and Development Environments,introduction-embedded-systems,109.0,4.275229357798165,English,Intermediate,41000,Coursera
A Law Student's Toolkit,law-student,291.0,4.680412371134021,English,Mixed,91000,Coursera
Introducción a Data Science: Programación Estadística con R,intro-data-science-programacion-estadistica-r,2393.0,4.732971165900543,Spanish,Beginner,140000,Coursera
Smart Cities – Management of Smart Urban Infrastructures,smart-cities,222.0,4.594594594594595,English,Beginner,22000,Coursera
Getting Started with Go,golang-getting-started,314.0,4.404458598726115,English,Intermediate,59000,Coursera
The Power of Microeconomics: Economic Principles in the Real World,principles-of-microeconomics,270.0,4.62962962962963,English,Mixed,120000,Coursera
Introduction to Personal Branding,personal-branding,1976.0,4.447368421052632,English,Beginner,140000,Coursera
Love as a Force for Social Justice,love-social-justice,73.0,4.712328767123288,English,Beginner,14000,Coursera
Introduction to Genetics and Evolution,genetics-evolution,263.0,4.840304182509506,English,Mixed,74000,Coursera
Основы программирования на Python,python-osnovy-programmirovaniya,524.0,4.293893129770993,Russian,Beginner,83000,Coursera
"Introduction to Trading, Machine Learning & GCP",introduction-trading-machine-learning-gcp,138.0,3.463768115942029,English,Intermediate,13000,Coursera
"The Modern World, Part Two: Global History since 1910",modern-world-2,290.0,4.793103448275862,English,Beginner,47000,Coursera
Understanding Plants - Part I: What a Plant Knows,plantknows,339.0,4.825958702064897,English,Beginner,49000,Coursera
Finanzas personales,finanzas-personales,2590.0,4.803474903474903,Spanish,Mixed,310000,Coursera
English Composition I,english-composition,179.0,4.569832402234637,English,Beginner,200000,Coursera
Introduction to Self-Driving Cars,intro-self-driving-cars,332.0,4.647590361445783,English,Advanced,39000,Coursera
Corporate & Commercial Law I: Contracts & Employment Law,corporate-commercial-law-part1,108.0,4.842592592592593,English,Intermediate,10000,Coursera
Foundations of Business Strategy,uva-darden-foundations-business-strategy,454.0,4.795154185022026,English,Beginner,63000,Coursera
Introdução à Ciência da Computação com Python Parte 1,ciencia-computacao-python-conceitos,1419.0,4.86892177589852,Portuguese,Beginner,120000,Coursera
"Innovation Through Design: Think, Make, Break, Repeat",innovation-through-design,95.0,4.757894736842105,English,Beginner,10000,Coursera
Perfect Tenses and Modals,perfect-tenses-modals,726.0,4.807162534435261,English,Intermediate,79000,Coursera
Revisão Sistemática e Meta-análise,revisao-sistematica,469.0,4.9211087420042645,Portuguese,Intermediate,17000,Coursera
Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),aprendiendo-a-aprender,3090.0,4.919417475728156,Spanish,Beginner,180000,Coursera
Building Batch Data Pipelines on GCP,batch-data-pipelines-gcp,129.0,4.255813953488372,English,Intermediate,73000,Coursera
Quantitative Methods,quantitative-methods,565.0,4.7132743362831855,English,Mixed,69000,Coursera
The Technology of Music Production,technology-of-music-production,235.0,4.851063829787234,English,Beginner,28000,Coursera
Code Yourself! An Introduction to Programming,intro-programming,672.0,4.800595238095238,English,Beginner,120000,Coursera
Success,wharton-success,268.0,4.902985074626866,Italian,Beginner,38000,Coursera
Chemicals and Health,chemicals-health,196.0,4.790816326530612,English,Beginner,23000,Coursera
Object-Oriented Design,object-oriented-design,282.0,4.542553191489362,Netherlands,Intermediate,33000,Coursera
Introduction to Intellectual Property,introduction-intellectual-property,81.0,4.753086419753086,English,Beginner,6000,Coursera
Cost and Economics in Pricing Strategy,uva-darden-bcg-pricing-strategy-cost-economics,116.0,4.810344827586207,English,Beginner,15000,Coursera
Write A Feature Length Screenplay For Film Or Television,write-a-feature-length-screenplay-for-film-or-television,32.0,4.625,English,Beginner,12000,Coursera
Marketing Gerencial,marketing-gerencial,743.0,4.722745625841184,English,Intermediate,49000,Coursera
Corporate Finance Essentials,corporate-finance-essentials,575.0,4.855652173913043,English,Mixed,56000,Coursera
Information Security: Context and Introduction,information-security-data,344.0,4.65406976744186,English,Beginner,32000,Coursera
"Anatomy of the Chest, Abdomen, and Pelvis",trunk-anatomy,228.0,4.802631578947368,English,Intermediate,36000,Coursera
Introduction to CSS3,introcss,1515.0,4.790759075907591,English,Mixed,84000,Coursera
Applied Data Science Capstone,applied-data-science-capstone,581.0,4.509466437177281,English,Intermediate,42000,Coursera
Introduction aux Droits de l’Homme,droits-de-lhomme,416.0,4.858173076923077,French,Mixed,46000,Coursera
Leadership in 21st Century Organizations,leadership-21st-century,236.0,4.745762711864407,English,Mixed,34000,Coursera
Software Processes and Agile Practices,software-processes-and-agile-practices,661.0,4.6747352496217855,English,Mixed,60000,Coursera
Introduction to Statistics & Data Analysis in Public Health,introduction-statistics-data-analysis-public-health,157.0,4.67515923566879,English,Beginner,12000,Coursera
Discrete Optimization,discrete-optimization,120.0,4.833333333333333,Rumania,Intermediate,40000,Coursera
Основы разработки на C++: белый пояс,c-plus-plus-white,344.0,4.729651162790698,Russian,Intermediate,41000,Coursera
Essential Epidemiologic Tools for Public Health Practice,epidemiology-tools,458.0,4.635371179039302,English,Beginner,14000,Coursera
Epigenetic Control of Gene Expression,epigenetics,6.0,1.0,English,Mixed,35000,Coursera
"Recruiting, Hiring, and Onboarding Employees",recruiting-hiring-onboarding-employees,192.0,3.84375,English,Mixed,35000,Coursera
AWS Fundamentals: Addressing Security Risk,aws-fundamentals-addressing-security-risk,252.0,4.162698412698413,English,Beginner,11000,Coursera
Becoming a changemaker: Introduction to Social Innovation,social-innovation,58.0,4.241379310344827,English,Beginner,61000,Coursera
Introduction to Systems Engineering,systems-engineering,82.0,4.7317073170731705,English,Mixed,33000,Coursera
Bayesian Statistics: Techniques and Models,mcmc-bayesian-statistics,107.0,4.757009345794392,English,Intermediate,29000,Coursera
Intercultural Management,intercultural,63.0,4.444444444444445,Rumania,Beginner,65000,Coursera
Get Interactive: Practical Teaching with Technology,getinmooc,178.0,4.780898876404494,English,Beginner,14000,Coursera
Global Financial Markets and Instruments,global-financial-markets-instruments,263.0,4.307984790874524,English,Mixed,37000,Coursera
Write Your First Novel,write-your-first-novel,20.0,3.85,English,Beginner,18000,Coursera
Songwriting: Writing the Lyrics,songwriting-lyrics,176.0,4.75,English,Beginner,68000,Coursera
"Applied Plotting, Charting & Data Representation in Python",python-plotting,858.0,4.339160839160839,English,Intermediate,97000,Coursera
Systems Thinking In Public Health,systems-thinking,144.0,4.513888888888889,English,Mixed,33000,Coursera
Excel Skills for Business: Advanced,excel-advanced,800.0,4.6825,English,Intermediate,39000,Coursera
The Global Financial Crisis,global-financial-crisis,409.0,4.8557457212713935,English,Mixed,84000,Coursera
Agile и Scrum в работе над проектами и продуктами,upravleniya-proektami-agile-scrum,44.0,4.727272727272728,Russian,Beginner,12000,Coursera
Renewable Energy and Green Building Entrepreneurship,renewable-energy-entrepreneurship,389.0,4.714652956298201,English,Beginner,24000,Coursera
The Cycle: Management of Successful Arts and Cultural Organizations,the-cycle,108.0,4.861111111111111,English,Beginner,11000,Coursera
Digital Business Models,digital-business-models,109.0,4.495412844036697,Deutsch,Beginner,21000,Coursera
Introduction to Computer Programming,introduction-to-computer-programming,138.0,3.920289855072464,English,Beginner,20000,Coursera
Dermatology: Trip to skin,dermatology,77.0,4.077922077922078,English,Beginner,82000,Coursera
Sustainable Tourism – promoting environmental public health,sustainable-tourism,242.0,4.504132231404959,English,Beginner,94000,Coursera
C for Everyone: Programming Fundamentals,c-for-everyone,842.0,4.546318289786223,Denmark,Beginner,31000,Coursera
Social and Economic Networks:  Models and Analysis,social-economic-networks,6.0,1.0,English,Advanced,42000,Coursera
The Truth About Cats and Dogs,cats-and-dogs,426.0,4.769953051643192,English,Mixed,33000,Coursera
Sports and Society,sports-society,216.0,4.87962962962963,English,Mixed,16000,Coursera
Effective Compliance Programs,effective-compliance-programs,53.0,4.90566037735849,English,Mixed,34000,Coursera
Curanderismo: Traditional Healing Using Plants,curanderismo-plants,6.0,1.0,English,Beginner,55000,Coursera
Applied Machine Learning in Python,python-machine-learning,1171.0,4.488471391972673,English,Intermediate,150000,Coursera
"Corrección, estilo y  variaciones de la lengua española",correccion-estilo-variaciones,368.0,4.736413043478261,Spanish,Beginner,75000,Coursera
Les Fondamentaux de la Négociation,fondamentaux-negociation,73.0,4.863013698630137,French,Beginner,10000,Coursera
The Science of Success: What Researchers Know that You Should Know,success,553.0,4.848101265822785,English,Beginner,59000,Coursera
Finance for Non-Financial Managers,finance-for-non-financial-managers,69.0,4.130434782608695,English,Intermediate,12000,Coursera
Getting Started With Music Theory,music-theory,182.0,4.263736263736264,English,Beginner,59000,Coursera
The Horse Course: Introduction to Basic Care and Management,horse-care,270.0,4.907407407407407,English,Mixed,29000,Coursera
Gestión de organizaciones efectivas,gestion-organizaciones-efectivas,615.0,4.7560975609756095,Spanish,Mixed,47000,Coursera
Introduction to Big Data,big-data-introduction,2018.0,4.567393458870169,English,Mixed,160000,Coursera
Ecology: Ecosystem Dynamics and Conservation,ecology-conservation,508.0,4.852362204724409,English,Intermediate,18000,Coursera
Introduction to Game Development,game-development,1262.0,4.751980982567353,English,Mixed,79000,Coursera
Practical Time Series Analysis,practical-time-series-analysis,310.0,4.461290322580645,English,Intermediate,39000,Coursera
Getting Started with Google Kubernetes Engine,google-kubernetes-engine,639.0,4.245696400625978,English,Intermediate,75000,Coursera
Six Sigma and the Organization (Advanced),six-sigma-organization-advanced,406.0,4.711822660098522,English,Intermediate,15000,Coursera
Entrepreneurship 2: Launching your Start-Up,wharton-launching-startup,226.0,4.778761061946903,English,Mixed,38000,Coursera
Nanotechnology: A Maker’s Course,nanotechnology,450.0,4.84,English,Mixed,21000,Coursera
Creative Problem Solving,creative-problem-solving,513.0,4.456140350877193,English,Mixed,140000,Coursera
"Sleep: Neurobiology, Medicine, and Society",sleep,72.0,4.694444444444445,English,Beginner,20000,Coursera
COVID-19: What You Need to Know (CME Eligible),covid-19-what-you-need-to-know,1347.0,4.838901262063845,English,Beginner,32000,Coursera
Classical Sociological Theory,classical-sociological-theory,515.0,4.867961165048544,English,Mixed,51000,Coursera
Electric Industry Operations and Markets,electricity,164.0,4.682926829268292,English,Beginner,12000,Coursera
More Introduction to Financial Accounting,wharton-financial-accounting,95.0,4.810526315789474,English,Mixed,40000,Coursera
Think Again I: How to Understand Arguments,understanding-arguments,583.0,4.596912521440824,English,Beginner,200000,Coursera
Developing Your Musicianship,develop-your-musicianship,309.0,4.84789644012945,English,Mixed,41000,Coursera
Introduction to Operations Management,wharton-operations,468.0,4.297008547008547,English,Mixed,87000,Coursera
The Oral Cavity: Portal to Health and Disease,oralcavity,92.0,4.923913043478261,English,Intermediate,94000,Coursera
Preparing for the Google Cloud Associate Cloud Engineer Exam,preparing-cloud-associate-cloud-engineer-exam,251.0,4.53784860557769,English,Beginner,22000,Coursera
Fundamental Neuroscience for Neuroimaging,neuroscience-neuroimaging,319.0,4.639498432601881,Italian,Beginner,30000,Coursera
Teach English Now! Teaching Language Online,teachlanguageonline,79.0,4.544303797468355,English,Intermediate,85000,Coursera
Front-End Web Development with React,front-end-react,574.0,4.602787456445993,English,Intermediate,45000,Coursera
Music Business Foundations,music-business-foundations,459.0,4.856209150326797,English,Mixed,34000,Coursera
Introduction to Business Analytics: Communicating with Data,intro-business-analytics,103.0,4.563106796116505,English,Intermediate,14000,Coursera
Machine Learning Foundations: A Case Study Approach,ml-foundations,2692.0,4.487741456166419,English,Mixed,240000,Coursera
Accounting Analytics,accounting-analytics,468.0,4.395299145299146,English,Mixed,80000,Coursera
Strategic Business Management - Microeconomics,strategic-business-management-microeconomics,28.0,4.75,English,Beginner,95000,Coursera
"Epidemics, Pandemics and Outbreaks",epidemic-pandemic-outbreak,468.0,4.737179487179487,English,Mixed,23000,Coursera
Roman Architecture,roman-architecture,127.0,4.850393700787402,English,Beginner,30000,Coursera
Research Data Management and Sharing,data-management,128.0,4.6875,English,Mixed,16000,Coursera
Introduction to Genomic Technologies,introduction-genomics,475.0,4.477894736842106,English,Mixed,42000,Coursera
Strategic Management,strategic-management,750.0,4.785333333333333,English,Mixed,58000,Coursera
Legal Tech & Startups,legal-tech-startups,44.0,4.386363636363637,Indonesia,Intermediate,72000,Coursera
Introduction to Chemistry:  Reactions and Ratios,intro-chemistry,178.0,4.825842696629214,English,Beginner,46000,Coursera
The Science of Stem Cells,stem-cells,316.0,4.734177215189874,English,Intermediate,12000,Coursera
Positive Psychology: Resilience Skills,positive-psychology-resilience,493.0,4.886409736308316,English,Beginner,40000,Coursera
AI for Medical Prognosis,ai-for-medical-prognosis,87.0,4.747126436781609,Italian,Intermediate,4000,Coursera
Antibiotic Stewardship,antibiotic-stewardship,37.0,4.1891891891891895,English,Advanced,11000,Coursera
EMT Foundations,emt-foundations,122.0,4.844262295081967,English,Beginner,71000,Coursera
Industrial IoT on Google Cloud Platform,iiot-google-cloud-platform,585.0,4.531623931623932,English,Beginner,34000,Coursera
Advertising and Society,role-of-advertising,149.0,4.805369127516778,English,Mixed,14000,Coursera
New Approaches to Countering Terror: Countering Violent Extremism,countering-terror-violent-extremism,25.0,4.84,English,Beginner,12000,Coursera
Magic in the Middle Ages,magic-middle-ages,379.0,4.54353562005277,English,Beginner,78000,Coursera
Challenging Forensic Science: How Science Should Speak to Court,challenging-forensic-science,67.0,4.850746268656716,English,Beginner,31000,Coursera
Corporate Strategy,corporatestrategy,144.0,4.875,English,Beginner,78000,Coursera
Actualización en el manejo del paciente con diabetes mellitus tipo 2,actualizacion-manejo-diabetes-tipo-2,253.0,4.845849802371541,Spanish,Mixed,23000,Coursera
Mastering Final Cut Pro,mastering-final-cut-pro,37.0,4.45945945945946,English,Beginner,84000,Coursera
Tricky American English Pronunciation,tricky-american-english-pronunciation,606.0,4.740924092409241,English,Beginner,110000,Coursera
International Law in Action: A Guide to the International Courts and Tribunals in The Hague,international-law-in-action,177.0,4.751412429378531,English,Mixed,36000,Coursera
Geopolitics of Europe,geopolitics-europe,83.0,3.734939759036144,English,Mixed,19000,Coursera
Osteoarchaeology: The Truth in Our Bones,truthinourbones-osteoarchaeology-archaeology,124.0,4.580645161290323,English,Beginner,22000,Coursera
Mathematics for Machine Learning: PCA,pca-machine-learning,522.0,3.4482758620689653,English,Intermediate,33000,Coursera
Математика и Python для анализа данных,mathematics-and-python,832.0,4.627403846153846,Russian,Beginner,67000,Coursera
Hacia una práctica constructivista en el aula,aulaconstructivista,569.0,4.905096660808436,Spanish,Mixed,62000,Coursera
